20110102a,김범준展 / KIMBEONJUN / 金範埈 / mixed media,with nothing,solo exhibition,김범준,무제,현수막 실사출력,140×90cm,2011,https://neolook.com/archives/2011010204a.jpg
20110106c,임세종展 / LIMSEJONG / 林世宗 / painting,Assimilate,solo exhibition,임세종,assimilate-여의도 국회,장지에 분채,91×116cm,2010,https://neolook.com/archives/2011010605c.jpg
20110106c,임세종展 / LIMSEJONG / 林世宗 / painting,Assimilate,solo exhibition,임세종,assimilate-자양동,장지에 분채,73×116cm,2010,https://neolook.com/archives/2011010606c.jpg
20110106d,최영빈展 / CHOIYOUNGVIN / 崔永牝 / painting,광활한 방 CLOSED COSMOS,solo exhibition,최영빈,홑몸도시 Monophony: City of Ones,캔버스에 유채,162×260cm,2010 ,https://neolook.com/archives/2011010601d.jpg
20110106d,최영빈展 / CHOIYOUNGVIN / 崔永牝 / painting,광활한 방 CLOSED COSMOS,solo exhibition,최영빈,외출 Going Out,캔버스에 유채,227.3×162cm,2010 ,https://neolook.com/archives/2011010602d.jpg
20110106d,최영빈展 / CHOIYOUNGVIN / 崔永牝 / painting,광활한 방 CLOSED COSMOS,solo exhibition,최영빈,심장 가까이 Close,캔버스에 유채,130×162cm,2010 ,https://neolook.com/archives/2011010603d.jpg
20110106d,최영빈展 / CHOIYOUNGVIN / 崔永牝 / painting,광활한 방 CLOSED COSMOS,solo exhibition,최영빈,머물지 말란다. Can Not Stay,캔버스에 유채,162×130cm,2010 ,https://neolook.com/archives/2011010604d.jpg
20110106d,최영빈展 / CHOIYOUNGVIN / 崔永牝 / painting,광활한 방 CLOSED COSMOS,solo exhibition,최영빈,구경꾼 Onlooker,캔버스에 유채,162×130cm,2010 ,https://neolook.com/archives/2011010605d.jpg
20110106d,최영빈展 / CHOIYOUNGVIN / 崔永牝 / painting,광활한 방 CLOSED COSMOS,solo exhibition,최영빈,소리쳐 속삭이다 Whispered Shout,캔버스에 유채,112×145cm,2010 ,https://neolook.com/archives/2011010606d.jpg
20110106e,신원삼展 / SHINWONSAM / 申元三 / painting,Conversion,solo exhibition,신원삼,化 17,캔버스에 혼합재료,97×130.3cm,2009,https://neolook.com/archives/2011010601e.jpg
20110106e,신원삼展 / SHINWONSAM / 申元三 / painting,Conversion,solo exhibition,신원삼,化 7,캔버스에 혼합재료,81×162.2cm,2008,https://neolook.com/archives/2011010602e.jpg
20110106e,신원삼展 / SHINWONSAM / 申元三 / painting,Conversion,solo exhibition,신원삼,化 32,캔버스에 혼합재료,200×450cm,2010,https://neolook.com/archives/2011010603e.jpg
20110106e,신원삼展 / SHINWONSAM / 申元三 / painting,Conversion,solo exhibition,신원삼,化 21,캔버스에 혼합재료,190×330cm,2009,https://neolook.com/archives/2011010604e.jpg
20110106e,신원삼展 / SHINWONSAM / 申元三 / painting,Conversion,solo exhibition,신원삼,化 12,캔버스에 혼합재료,97×162.2cm,2009,https://neolook.com/archives/2011010605e.jpg
20110106e,신원삼展 / SHINWONSAM / 申元三 / painting,Conversion,solo exhibition,신원삼,化 14,캔버스에 혼합재료,130.3×162.2cm,2009,https://neolook.com/archives/2011010606e.jpg
20110106e,신원삼展 / SHINWONSAM / 申元三 / painting,Conversion,solo exhibition,신원삼,化 16,캔버스에 혼합재료,130×162.2cm,2009,https://neolook.com/archives/2011010607e.jpg
20110106f,허수영展 / HEOSUYOUNG / 許修榮 / painting,Ctrl+V,solo exhibition,허수영,Teddy bears,캔버스에 유채,130×342cm,2010,https://neolook.com/archives/2011010602f.jpg
20110106f,허수영展 / HEOSUYOUNG / 許修榮 / painting,Ctrl+V,solo exhibition,허수영,Fungi,캔버스에 유채,162×390cm,2010,https://neolook.com/archives/2011010603f.jpg
20110106f,허수영展 / HEOSUYOUNG / 許修榮 / painting,Ctrl+V,solo exhibition,허수영,100Caterpillars,캔버스에 유채,210×150cm,2010,https://neolook.com/archives/2011010604f.jpg
20110106f,허수영展 / HEOSUYOUNG / 許修榮 / painting,Ctrl+V,solo exhibition,허수영,100Caterpillars with nepenthes,캔버스에 유채,130×210cm,2010,https://neolook.com/archives/2011010606f.jpg
20110106g,황정희展 / HWANGJEONGHEE / 黃楨喜 / painting,순간의 알레고리  Allegory of the moment,solo exhibition,황정희,Cool Vacance III,캔버스에 아크릴채색,90×120cm,2010,https://neolook.com/archives/2011010601g.jpg
20110106g,황정희展 / HWANGJEONGHEE / 黃楨喜 / painting,순간의 알레고리  Allegory of the moment,solo exhibition,황정희,Allegory of the Moment I,캔버스에 아크릴채색,90×120cm,2010,https://neolook.com/archives/2011010602g.jpg
20110106g,황정희展 / HWANGJEONGHEE / 黃楨喜 / painting,순간의 알레고리  Allegory of the moment,solo exhibition,황정희,Allegory of the Moment II,캔버스에 아크릴채색,60×72cm,2009,https://neolook.com/archives/2011010603g.jpg
20110107a,2011_0107 ▶ 2011_0130,청량리 동시상영,other,김동준,Asclepius,단채널 비디오,00:04:04,2010,https://neolook.com/archives/2011010701a.jpg
20110107a,2011_0107 ▶ 2011_0130,청량리 동시상영,other,김영식,Phase Transition-Jong Lee,단채널 비디오,00:04:42 가변크기,2010,https://neolook.com/archives/2011010702a.jpg
20110107a,2011_0107 ▶ 2011_0130,청량리 동시상영,other,심효선,동시상영을 위한 드로잉 1,프린트,가변크기,2010,https://neolook.com/archives/2011010703a.jpg
20110107a,2011_0107 ▶ 2011_0130,청량리 동시상영,other,이미숙,식물의 동물 되기 I,한지에 아크릴채색,110×110cm,2010,https://neolook.com/archives/2011010704a.jpg
20110107a,2011_0107 ▶ 2011_0130,청량리 동시상영,other,이이정은,somebody else's MONUMENT -201005,캔버스에 유채,70×140cm,2010,https://neolook.com/archives/2011010706a.jpg
20110107a,2011_0107 ▶ 2011_0130,청량리 동시상영,other,양혜진,억울한 사람,캔버스에 유채,130.3×162.2cm,2010,https://neolook.com/archives/2011010707a.jpg
20110107a,2011_0107 ▶ 2011_0130,청량리 동시상영,other,조광제,아무리 봐도 본래 그러한,신문지 혼합재료,가변크기,2010,https://neolook.com/archives/2011010708a.jpg
20110107b,김지연展 / KIMJIYEON / 金知娟 / photography,Reflection,solo exhibition,김지연,The Milky Way,람다 프린트,125×185cm,2010,https://neolook.com/archives/2011010701b.jpg
20110107b,김지연展 / KIMJIYEON / 金知娟 / photography,Reflection,solo exhibition,김지연,Blind,람다 프린트,125×185cm,2010,https://neolook.com/archives/2011010702b.jpg
20110107b,김지연展 / KIMJIYEON / 金知娟 / photography,Reflection,solo exhibition,김지연,Delicacy,람다 프린트,32×42cm,2010,https://neolook.com/archives/2011010703b.jpg
20110107b,김지연展 / KIMJIYEON / 金知娟 / photography,Reflection,solo exhibition,김지연,A Surreal Afternoon,람다 프린트,32×42cm,2010,https://neolook.com/archives/2011010704b.jpg
20110107b,김지연展 / KIMJIYEON / 金知娟 / photography,Reflection,solo exhibition,김지연,Beautiful Chaos 1 2 3,람다 프린트,각 42×32cm,2010,https://neolook.com/archives/2011010705b.jpg
20110107b,김지연展 / KIMJIYEON / 金知娟 / photography,Reflection,solo exhibition,김지연,An Optical Illusion,람다 프린트,각 50×76cm,2010,https://neolook.com/archives/2011010706b.jpg
20110107d,런던박물관 소장사진展,런던의 초상 A portrait of LONDON,exhibition,헨리 플레이더 Henry Flather,런던 지하철 건설,베이스워터의 크레이븐 힐,사진,1866경,https://neolook.com/archives/2011010710d.jpg
20110108b,책임기획_김영미,여자의 방,other,이은주,UNTITLED,자기 LED,7×7.6×5cm,2010,https://neolook.com/archives/2011010801b.jpg
20110108b,책임기획_김영미,여자의 방,other,이은주,I  ENVY,자기 LED,100×23×6cm,2010,https://neolook.com/archives/2011010802b.jpg
20110108b,책임기획_김영미,여자의 방,other,이일정,SCRIBBLE BRA,양철,23×30×20cm,2006,https://neolook.com/archives/2011010803b.jpg
20110108b,책임기획_김영미,여자의 방,other,최찬미,HIGH HEELS CMHH10081241,생선뼈,8×23×8cm,2010,https://neolook.com/archives/2011010809b.jpg
20110108b,책임기획_김영미,여자의 방,other,이윤하,괜찮아,캔버스에 아크릴채색,71.7×91cm,2010,https://neolook.com/archives/2011010810b.jpg
20110108b,책임기획_김영미,여자의 방,other,김민정,Something Untitled,황동 실 에나멜링 디지털 프린트,10×17×1.5cm,2010,https://neolook.com/archives/2011010807b.jpg
20110108b,책임기획_김영미,여자의 방,other,김다슬,Married life,순은 정은 플레이모빌,9.5×15.5×9.5cm,2010,https://neolook.com/archives/2011010805b.jpg
20110108b,책임기획_김영미,여자의 방,other,김다슬,婚,적동 황동 큐빅 스웨이드 깃털,13×15.5×7cm,2006,https://neolook.com/archives/2011010806b.jpg
20110108d,송은 아트스페이스 개관전 제2부,송은미술대상 10주년 기념展,other,권준호,Hydroponic project 1(인위적 식물),혼합매체,210×450×60cm,2010,https://neolook.com/archives/2011010801d.jpg
20110108d,송은 아트스페이스 개관전 제2부,송은미술대상 10주년 기념展,other,박찬용,막이 오르다,혼합매체,가변크기,2007,https://neolook.com/archives/2011010802d.jpg
20110108d,송은 아트스페이스 개관전 제2부,송은미술대상 10주년 기념展,other,이계원,동질이형 Allotropism,캔버스 나무에 아크릴채색,130×162cm,2010,https://neolook.com/archives/2011010803d.jpg
20110108d,송은 아트스페이스 개관전 제2부,송은미술대상 10주년 기념展,other,노준,Big Balloon Taehee,비닐풍선,400×280×260cm,2009,https://neolook.com/archives/2011010806d.jpg
20110108d,송은 아트스페이스 개관전 제2부,송은미술대상 10주년 기념展,other,정상현,60분,단채널 비디오,01:00:00,2009,https://neolook.com/archives/2011010807d.jpg
20110108d,송은 아트스페이스 개관전 제2부,송은미술대상 10주년 기념展,other,권준호,Hydroponic project 2(작가의 땀을 먹은 산호수),혼합매체,37×10×10cm,2010,https://neolook.com/archives/2011010808d.jpg
20110108d,송은 아트스페이스 개관전 제2부,송은미술대상 10주년 기념展,other,뮌,Statue Number,단채널 비디오,00:10:41,2010,https://neolook.com/archives/2011010809d.jpg
20110108d,송은 아트스페이스 개관전 제2부,송은미술대상 10주년 기념展,other,김주리,휘경揮景-사라지는 풍경,흙 물 유리상자,45×45×115cm,2010,https://neolook.com/archives/2011010810d.jpg
20110108e,이남희展 / LEENAMHEE / 李南姬 / sculpture.installation,Wrapping & Turning,solo exhibition,이남희,The father's chair,혼합재료,124×65×50cm,2010,https://neolook.com/archives/2011010801e.jpg
20110108e,이남희展 / LEENAMHEE / 李南姬 / sculpture.installation,Wrapping & Turning,solo exhibition,이남희,Daydream,혼합재료,175×37×41cm,2010,https://neolook.com/archives/2011010802e.jpg
20110108e,이남희展 / LEENAMHEE / 李南姬 / sculpture.installation,Wrapping & Turning,solo exhibition,이남희,Dream one hundred day,혼합재료,가변설치,2010,https://neolook.com/archives/2011010803e.jpg
20110108e,이남희展 / LEENAMHEE / 李南姬 / sculpture.installation,Wrapping & Turning,solo exhibition,이남희,Untitled,혼합재료,160×36×46.5cm,2010,https://neolook.com/archives/2011010804e.jpg
20110108e,이남희展 / LEENAMHEE / 李南姬 / sculpture.installation,Wrapping & Turning,solo exhibition,이남희,Untitled,혼합재료,50×38×28cm,2010,https://neolook.com/archives/2011010805e.jpg
20110108e,이남희展 / LEENAMHEE / 李南姬 / sculpture.installation,Wrapping & Turning,solo exhibition,이남희,Spectrum,혼합재료,87×60×15cm,2010,https://neolook.com/archives/2011010806e.jpg
20110108e,이남희展 / LEENAMHEE / 李南姬 / sculpture.installation,Wrapping & Turning,solo exhibition,이남희,Untitled,혼합재료,가변설치,2010,https://neolook.com/archives/2011010807e.jpg
20110108h,2011_0114 ▶ 2011_0120,그림 혹은 그리움,other,고종한,self-portrait,캔버스에 유채,27.3×22cm,2010,https://neolook.com/archives/2011010802h.jpg
20110108h,2011_0114 ▶ 2011_0120,그림 혹은 그리움,other,고종한,in Ayutthaya Thailand,캔버스에 유채,80.3×100cm,2010,https://neolook.com/archives/2011010803h.jpg
20110108h,2011_0114 ▶ 2011_0120,그림 혹은 그리움,other,문수환,parasite,캔버스에 유채,91×116.8cm,2010,https://neolook.com/archives/2011010804h.jpg
20110108h,2011_0114 ▶ 2011_0120,그림 혹은 그리움,other,이세미,춤추는 여인,옻 자개,40×30cm,2010,https://neolook.com/archives/2011010805h.jpg
20110108h,2011_0114 ▶ 2011_0120,그림 혹은 그리움,other,이세미,식후경,옻 자개 금,40×40cm,2010,https://neolook.com/archives/2011010806h.jpg
20110108h,2011_0114 ▶ 2011_0120,그림 혹은 그리움,other,장원호,love us till the end,캔버스에 유채,91×116.8cm,2010,https://neolook.com/archives/2011010807h.jpg
20110108h,2011_0114 ▶ 2011_0120,그림 혹은 그리움,other,장원호,love till the end,캔버스에 유채,53×40.9cm,2010,https://neolook.com/archives/2011010808h.jpg
20110108h,2011_0114 ▶ 2011_0120,그림 혹은 그리움,other,정치영,existence,캔버스에 유채 나무 소금,72.7×60.6cm,2010,https://neolook.com/archives/2011010809h.jpg
20110108h,2011_0114 ▶ 2011_0120,그림 혹은 그리움,other,조선흠,meditation,펜,162.2×130.3cm,2010,https://neolook.com/archives/2011010810h.jpg
20110109a,김나래_손현욱_임지빈展,POPping DAY-2nd,exhibition,손현욱,배변의 기술,철에 채색,75×80×20cm,2009,https://neolook.com/archives/2011010904a.jpg
20110109a,김나래_손현욱_임지빈展,POPping DAY-2nd,exhibition,손현욱,이별의 기술,철에 채색,60×120×60cm,2009,https://neolook.com/archives/2011010905a.jpg
20110109a,김나래_손현욱_임지빈展,POPping DAY-2nd,exhibition,임지빈,Slave(너로 인해 나는 아프다),플라스틱에 차량용 페인트 물소의 뿔,60×60×20cm,2011,https://neolook.com/archives/2011010906a.jpg
20110109a,김나래_손현욱_임지빈展,POPping DAY-2nd,exhibition,임지빈,Slave(프링글스 아저씨는 사실 감자튀김을 좋아해),플라스틱에 차량용 페인트 나무,가변설치,2010,https://neolook.com/archives/2011010907a.jpg
20110109b,김병주展 / KIMBYUNGJU / 金昺周 / painting,동심 - 童心*** 動心,solo exhibition,김병주,Ride a bike,캔버스에 유채,80.5×100cm,2009,https://neolook.com/archives/2011010901b.jpg
20110109b,김병주展 / KIMBYUNGJU / 金昺周 / painting,동심 - 童心*** 動心,solo exhibition,김병주,Under the moon light,캔버스에 유채,73×61cm,2010,https://neolook.com/archives/2011010902b.jpg
20110109b,김병주展 / KIMBYUNGJU / 金昺周 / painting,동심 - 童心*** 動心,solo exhibition,김병주,Sleep,캔버스에 유채,73×61cm,2009,https://neolook.com/archives/2011010903b.jpg
20110109b,김병주展 / KIMBYUNGJU / 金昺周 / painting,동심 - 童心*** 動心,solo exhibition,김병주,Sand bath,캔버스에 유채,73×61cm,2009,https://neolook.com/archives/2011010904b.jpg
20110109b,김병주展 / KIMBYUNGJU / 金昺周 / painting,동심 - 童心*** 動心,solo exhibition,김병주,Artists,캔버스에 유채,각 73×61cm,2009,https://neolook.com/archives/2011010905b.jpg
20110109b,김병주展 / KIMBYUNGJU / 金昺周 / painting,동심 - 童心*** 動心,solo exhibition,김병주,Barista,캔버스에 유채,65×53cm,2009,https://neolook.com/archives/2011010906b.jpg
20110109b,김병주展 / KIMBYUNGJU / 金昺周 / painting,동심 - 童心*** 動心,solo exhibition,김병주,Latte art,캔버스에 유채,20×60.5cm,2010,https://neolook.com/archives/2011010907b.jpg
20110109d,2011_0114 ▶ 2011_0122,대화의 연금술 결과보고전,other,손한샘,매듭 드로잉,포장끈,가변설치,2010,https://neolook.com/archives/2011010902d.jpg
20110109d,2011_0114 ▶ 2011_0122,대화의 연금술 결과보고전,other,이규진,안녕하세요. 저는 임지오입니다,우드락 MDF,가변설치,2010,https://neolook.com/archives/2011010903d.jpg
20110109d,2011_0114 ▶ 2011_0122,대화의 연금술 결과보고전,other,최혜정,그림일기,단채널 비디오,00:09:00,2010,https://neolook.com/archives/2011010905d.jpg
20110109d,2011_0114 ▶ 2011_0122,대화의 연금술 결과보고전,other,홍인숙,Untitled,드로잉 판화 천 MDF,가변설치,2010,https://neolook.com/archives/2011010906d.jpg
20110109e,최영욱展 / CHOIYOUNGWOOK / 崔永旭 / painting,미국 마이애미에서 길어올린 최영욱의 달 항아리 그림,solo exhibition,최영욱,Karma,혼합재료,70×70cm,2010,https://neolook.com/archives/2011010901e.jpg
20110109e,최영욱展 / CHOIYOUNGWOOK / 崔永旭 / painting,미국 마이애미에서 길어올린 최영욱의 달 항아리 그림,solo exhibition,최영욱,Karma,혼합재료,70×70cm,2010,https://neolook.com/archives/2011010902e.jpg
20110109e,최영욱展 / CHOIYOUNGWOOK / 崔永旭 / painting,미국 마이애미에서 길어올린 최영욱의 달 항아리 그림,solo exhibition,최영욱,Karma,혼합재료,70×70cm,2010,https://neolook.com/archives/2011010903e.jpg
20110109f,롯데갤러리 대전점 신년 기획展,전통과 새 감성,exhibition,강용면,온고지신-뽀로로,나무에 채색,70×50×40cm,2009,https://neolook.com/archives/2011010901f.jpg
